32,2,223.96592809268512,208.8524045065101,79.001830110351,348.16417391955963,0.4425216615200043,-1,-1,-1
176,4,107.91437762390176,704.2362064138706,172.04882961782812,370.58620726700656,0.8909034729003906,-1,-1,-1
177,4,125.55254555353639,742.3122582439252,157.20829502887108,332.0315510895015,0.8568799495697021,-1,-1,-1
178,4,139.23330193977029,772.389904496589,148.43180111897493,304.09856730696606,0.9237898588180542,-1,-1,-1
179,4,144.9029438810992,787.6969152162733,146.20449730432324,288.61280876865885,0.9111549258232117,-1,-1,-1
180,4,151.11785604536232,807.7724687522921,143.27725266450472,269.1968540437797,0.8981428742408752,-1,-1,-1
181,4,137.79043783874,823.3754538578802,139.45736340739757,253.02645135880368,0.7777590155601501,-1,-1,-1
182,4,126.05124231192872,814.8139683978651,146.8392233995641,259.9100376757432,0.762006938457489,-1,-1,-1
183,4,142.97487582594195,832.8444197844551,146.4082847390027,243.44783907202918,0.4942132830619812,-1,-1,-1
184,4,147.9523938672362,841.2035632330274,150.62098965731695,235.65636833516191,0.413430780172348,-1,-1,-1
185,4,146.74074355050107,843.4404363556555,158.2423298188403,234.3063407203183,0.5091155171394348,-1,-1,-1
186,4,143.197171587995,845.847084734593,165.46872999551528,232.8856875370593,0.2773584723472595,-1,-1,-1
188,4,111.06540643604559,846.2897603646493,165.738575798902,231.20075014874806,0.37296944856643677,-1,-1,-1
189,4,103.85034684601952,846.9601781709247,166.43716629388456,230.24771552811205,0.28739988803863525,-1,-1,-1
190,4,99.90186316197358,849.0273252021087,165.5873851608927,228.07668577799325,0.41631585359573364,-1,-1,-1
200,5,240.19228020197008,217.96720658145694,104.52656715448742,369.0,1.0,-1,-1,-1
201,5,241.67882517532263,217.14250487317423,105.2163506604773,370.526502370325,1.0,-1,-1,-1
202,5,235.11588040904013,216.16292571240535,106.31818194097934,372.4874080573451,1.0,-1,-1,-1
203,5,230.41948177387627,216.57348865399825,106.65189548358472,372.4056511105569,1.0,-1,-1,-1
204,5,228.03473998224578,217.4475967604964,106.29849284554277,371.6329649670912,1.0,-1,-1,-1
205,5,238.57897470776894,217.08913326049955,103.56719251438446,371.3250569268515,1.0,-1,-1,-1
206,5,242.9708740807561,216.28469254802172,100.94007557197992,371.1955596030447,1.0,-1,-1,-1
207,5,245.53197842115486,215.99836298516405,98.77125201844251,372.4884879189591,0.4731071889400482,-1,-1,-1
208,5,246.69684256282753,215.23299964492458,96.838426249131,374.2991459783701,0.5204251408576965,-1,-1,-1
209,5,248.94693747578128,214.95984787101753,94.45467837518186,374.28968657831405,0.48812565207481384,-1,-1,-1
209,6,94.27521438470205,850.016304049122,260.01117346531584,227.98369595087797,1.0,-1,-1,-1
210,5,250.53549892111684,215.538757850674,92.03703822815405,373.595900546891,1.0,-1,-1,-1
210,6,94.70278881145944,850.198855399216,259.802977198166,227.80114460078403,1.0,-1,-1,-1
211,5,253.05419021967376,217.10085978106395,89.90790441317765,371.98458181543526,0.4860287308692932,-1,-1,-1
211,6,93.24330045824479,850.045780024125,259.9761733329069,227.95421997587505,1.0,-1,-1,-1
212,5,254.50863525698344,217.69522070454363,88.71590391725465,372.0324977815195,0.6285619735717773,-1,-1,-1
212,6,93.38018428746426,850.0372513079773,260.7579201373144,228.6944041979599,1.0,-1,-1,-1
213,5,255.89037826377947,216.58984056991466,87.87724261020534,373.3740812455533,0.5860061049461365,-1,-1,-1
213,6,93.44941406803508,849.3312700180558,260.96832639834247,228.9368330338442,1.0,-1,-1,-1
214,5,256.61655207086636,215.51110713752186,87.10004378769088,373.8729976940683,0.5920761227607727,-1,-1,-1
214,6,93.45398183193339,849.0780237926238,261.7700924054603,229.70755193141667,1.0,-1,-1,-1
215,5,257.9522093699527,215.10782335238514,85.95567557122604,374.05125825903406,0.4668535590171814,-1,-1,-1
215,6,93.21863013733517,848.9897327313948,261.16928959548557,229.30093726248708,1.0,-1,-1,-1
216,5,259.06861135640776,215.6250282360858,84.24989983206001,372.7843437829142,0.6211082935333252,-1,-1,-1
